,name,c2,files,pp_files,forked
0,testme,0.0,0,0,1
1,magma,0.0,0,0,1
2,magma-argocd-apps,0.0,35,0,0
3,release-openstack-k8s,0.0,70,0,0
4,trailer,0.0,522,0,0
5,mcc-salesforce-collector,0.0,0,0,1
6,openstack-k8s-virtual-lab,0.0,21,0,0
7,atsea-sample-shop-app,0.0,238,0,0
8,launchpad,0.0,114,0,0
9,vol-test,0.0,0,0,1
10,cli,0.0,0,0,1
11,libkv,0.0,0,0,1
12,compose-on-kubernetes,0.0,0,0,1
13,libnetwork,0.0,1848,0,0
