,name,c2,files,pp_files,forked
0,mos-integration-tests,0.0,234,0,0
1,mos-ci-deployment-scripts,0.0,241,0,0
2,mos-ci-jenkinsjobs,0.0,0,0,1
3,tuning-box,0.0,43,0,0
4,fuel-plugin-openldap,0.33,52,17,0
5,fuel-plugin-standalone-ceph,0.48,31,15,0
6,fuel-plugin-etckeeper,0.13,23,3,0
7,mos-components-ci,0.0,151,0,0
8,f2s,0.0,21,0,0
9,puppet-manifests,0.0,0,0,1
10,kostyor,0.0,81,0,0
11,fuel-plugin-external-ceph,0.48,25,12,0
12,mos-horizon,0.0,2301,0,0
13,fuel-plugin-vxlan-vlan-7,0.12,16,2,0
