,name,c2,files,pp_files,forked
0,criproxy,0.0,62,0,0
1,mcp-common-scripts,0.0,15,0,0
2,Virtualization-Documentation,0.0,0,0,1
3,scale-scenarios,0.0,405,0,0
4,mcp-offline-model,0.0,5,0,0
5,kqueen-ui,0.0,152,0,0
6,NAC_esc_210,0.0,4,0,0
7,mcp-local-repo-model,0.0,2,0,0
8,contrail-third-party-cache-fixup,0.0,3,0,0
9,kubernetes-aws-model,0.0,21,0,0
10,heat-fragments,0.0,15,0,0
11,mirantis-demos,0.0,7,0,0
12,docker-aptly,0.0,11,0,0
13,python-aptly,0.0,14,0,0
