,name,c2,files,pp_files,forked
0,kostyor-openstack-ansible,0.0,25,0,0
1,rpc_monitor,0.0,16,0,0
2,k8s-daemonupgradecontroller,0.0,1,0,0
3,reclass-system-salt-model,0.0,2338,0,0
4,stepler-draft,0.0,212,0,0
5,whale,0.0,91,0,0
6,bird-containers,0.0,43,0,0
7,k8s-netchecker-agent,0.0,24,0,0
8,k8s-netchecker-server,0.0,48,0,0
9,ifmap-python-client,0.0,16,0,0
10,stacklight-salt-model,0.0,69,0,0
11,spaced-armour-tests,0.0,33,0,0
12,kostyor-fuelccp,0.0,21,0,0
13,pipeline-library,0.0,56,0,0
