,name,c2,files,pp_files,forked
0,fuel-plugin-docs,0.0,29,0,0
1,mos-coverage,0.0,1,0,0
2,northshore,0.0,14802,0,0
3,ceph,0.0,3527,0,0
4,teuthology,0.0,262,0,0
5,ceph-cm-ansible,0.0,322,0,0
6,ceph-qa-suite,0.0,1500,0,0
7,fuel-plugin-lcm,0.3023,129,39,0
8,fuel-plugin-lcm-control-repo,0.0,0,0,1
9,ceph-monitoring,0.0,54,0,0
10,mira-ceph-ansible,0.0,9,0,0
11,ceph-lcm,0.0,989,0,0
12,k8s-AppController,0.0,232,0,0
13,CloudFerry,0.0,437,0,0
