,name,c2,files,pp_files,forked
0,k8s-istio-workshop,0.0,46,0,0
1,gh-mass-commentor,0.0,6,0,0
2,k8s-istio-webinar,0.0,53,0,0
3,cvp-shaker,0.0,41,0,0
4,netshoot,0.0,0,0,1
5,k8srnd-sockshop-carts,0.0,62,0,0
6,k8srnd-sockshop-catalogue,0.0,63,0,0
7,k8srnd-sockshop-front-end,0.0,146,0,0
8,k8srnd-sockshop-orders,0.0,54,0,0
9,k8srnd-sockshop-payment,0.0,33,0,0
10,k8srnd-sockshop-queue-master,0.0,37,0,0
11,k8srnd-sockshop-shipping,0.0,33,0,0
12,k8srnd-sockshop-user,0.0,46,0,0
13,cna-images,0.0,6,0,0
